Name	Sex	Birth	Games	Sport	Event	Status	Team	Pos	Medal	Nat
Stephen Hylton	Male	1964	1996 Summer Olympics	Table Tennis	Singles, Men	Olympic		=49		Jamaica
Stephen Hylton	Male	1964	1996 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Michael Hyatt	=25		Jamaica
Garfield Jones	Male	1966	1988 Summer Olympics	Table Tennis	Singles, Men	Olympic		=57		Jamaica
Nadia Al-Hindi	Female	1972	1992 Summer Olympics	Table Tennis	Singles, Women	Olympic		=49		Jordan
Jaklein Al-Duqom	Female	1964	1988 Summer Olympics	Table Tennis	Singles, Women	Olympic		=41		Jordan
Kimiko Date	Female	1970	1992 Summer Olympics	Tennis	Singles, Women	Olympic		=17		Japan
Kimiko Date	Female	1970	1992 Summer Olympics	Tennis	Doubles, Women	Olympic	Maya Kidowaki	=9		Japan
Kimiko Date	Female	1970	1996 Summer Olympics	Tennis	Singles, Women	Olympic		=5		Japan
Mana Endo	Female	1971	1992 Summer Olympics	Tennis	Singles, Women	Olympic		=17		Japan
Mika Hoshino	Female	1965	1988 Summer Olympics	Table Tennis	Singles, Women	Olympic		=9		Japan
Mika Hoshino	Female	1965	1988 Summer Olympics	Table Tennis	Doubles, Women	Olympic	Kiyomi Ishida	4		Japan
Mika Hoshino	Female	1965	1992 Summer Olympics	Table Tennis	Singles, Women	Olympic		=9		Japan
Mika Hoshino	Female	1965	1992 Summer Olympics	Table Tennis	Doubles, Women	Olympic	Fumiyo Yamashita	=9		Japan
Etsuko Inoue	Female	1964	1984 Summer Olympics	Tennis	Singles, Women	Olympic (non-medal)		=17		Japan
Etsuko Inoue	Female	1964	1988 Summer Olympics	Tennis	Singles, Women	Olympic		=33		Japan
Etsuko Inoue	Female	1964	1988 Summer Olympics	Tennis	Doubles, Women	Olympic	Kumiko Okamoto	=5		Japan
Kiyomi Ishida	Female	1968	1988 Summer Olympics	Table Tennis	Singles, Women	Olympic		=17		Japan
Kiyomi Ishida	Female	1968	1988 Summer Olympics	Table Tennis	Doubles, Women	Olympic	Mika Hoshino	4		Japan
Kimiko Jinnai	Female	1964	1992 Summer Olympics	Badminton	Doubles, Women	Olympic	Hisako Mori	=9		Japan
Maya Kidowaki	Female	1969	1992 Summer Olympics	Tennis	Doubles, Women	Olympic	Kimiko Date	=9		Japan
Harumi Kohara	Female	1965	1992 Summer Olympics	Badminton	Singles, Women	Olympic		=17		Japan
Harumi Kohara	Female	1965	1992 Summer Olympics	Badminton	Doubles, Women	Olympic	Hisako Mizui	=9		Japan
Chire Koyama	Female	1964	1996 Summer Olympics	Table Tennis	Singles, Women	Olympic		=5		Japan
Chire Koyama	Female	1964	1996 Summer Olympics	Table Tennis	Doubles, Women	Olympic	Taeko Todo	=5		Japan
Chire Koyama	Female	1964	2000 Summer Olympics	Table Tennis	Singles, Women	Olympic		=5		Japan
Yukino Matsumoto	Female	1970	1992 Summer Olympics	Table Tennis	Doubles, Women	Olympic	Rika Sato	=9		Japan
Tomomi Matsuo	Female	1968	1992 Summer Olympics	Badminton	Doubles, Women	Olympic	Kyoko Sasage	=9		Japan
Tomomi Matsuo	Female	1968	1996 Summer Olympics	Badminton	Doubles, Women	Olympic	Masako Sakamoto	=9		Japan
Akiko Miyamura	Female	1974	1996 Summer Olympics	Badminton	Doubles, Women	Olympic	Aiko Miyamura	=17		Japan
Aiko Miyamura	Female	1971	1996 Summer Olympics	Badminton	Doubles, Women	Olympic	Akiko Miyamura	=17		Japan
Hisako Mizui	Female	1972	1992 Summer Olympics	Badminton	Singles, Women	Olympic		=9		Japan
Hisako Mizui	Female	1972	1992 Summer Olympics	Badminton	Doubles, Women	Olympic	Harumi Kohara	=9		Japan
Hisako Mizui	Female	1972	1996 Summer Olympics	Badminton	Singles, Women	Olympic		=9		Japan
Yasuko Mizui	Female	1975	1996 Summer Olympics	Badminton	Singles, Women	Olympic		=9		Japan
Yasuko Mizui	Female	1975	2000 Summer Olympics	Badminton	Singles, Women	Olympic		=5		Japan
Hisako Mori	Female	1964	1992 Summer Olympics	Badminton	Doubles, Women	Olympic	Kimiko Jinnai	=9		Japan
Kyoko Nagatsuka	Female	1974	1996 Summer Olympics	Tennis	Doubles, Women	Olympic	Ai Sugiyama	=17		Japan
Kumiko Okamoto	Female	1965	1988 Summer Olympics	Tennis	Singles, Women	Olympic		=33		Japan
Kumiko Okamoto	Female	1965	1988 Summer Olympics	Tennis	Doubles, Women	Olympic	Etsuko Inoue	=5		Japan
Kyoko Sasage	Female	1969	1992 Summer Olympics	Badminton	Doubles, Women	Olympic	Tomomi Matsuo	=9		Japan
Rika Sato	Female	1971	1992 Summer Olympics	Table Tennis	Singles, Women	Olympic		=17		Japan
Rika Sato	Female	1971	1992 Summer Olympics	Table Tennis	Doubles, Women	Olympic	Yukino Matsumoto	=9		Japan
Rika Sato	Female	1971	1996 Summer Olympics	Table Tennis	Singles, Women	Olympic		=17		Japan
Rika Sato	Female	1971	1996 Summer Olympics	Table Tennis	Doubles, Women	Olympic	Fumiyo Kaizu	=9		Japan
Naoko Sawamatsu	Female	1973	1992 Summer Olympics	Tennis	Singles, Women	Olympic		=33		Japan
Naoko Sawamatsu	Female	1973	1996 Summer Olympics	Tennis	Singles, Women	Olympic		=17		Japan
Ai Sugiyama	Female	1975	1996 Summer Olympics	Tennis	Singles, Women	Olympic		=9		Japan
Ai Sugiyama	Female	1975	1996 Summer Olympics	Tennis	Doubles, Women	Olympic	Kyoko Nagatsuka	=17		Japan
Ai Sugiyama	Female	1975	2000 Summer Olympics	Tennis	Singles, Women	Olympic		=33		Japan
Ai Sugiyama	Female	1975	2000 Summer Olympics	Tennis	Doubles, Women	Olympic	Nana Miyagi	=9		Japan
Ai Sugiyama	Female	1975	2004 Summer Olympics	Tennis	Singles, Women	Olympic		=5		Japan
Ai Sugiyama	Female	1975	2004 Summer Olympics	Tennis	Doubles, Women	Olympic	Shinobu Asagoe	4		Japan
Ai Sugiyama	Female	1975	2008 Summer Olympics	Tennis	Singles, Women	Olympic		=33		Japan
Ai Sugiyama	Female	1975	2008 Summer Olympics	Tennis	Doubles, Women	Olympic	Ayumi Morita	=9		Japan
Kyoko Uchiyama	Female	1968	1988 Summer Olympics	Table Tennis	Singles, Women	Olympic		=17		Japan
Fumiyo Yamashita-Kaizu	Female	1967	1992 Summer Olympics	Table Tennis	Singles, Women	Olympic		=9		Japan as Fumiyo Yamashita
Fumiyo Yamashita-Kaizu	Female	1967	1992 Summer Olympics	Table Tennis	Doubles, Women	Olympic	Mika Hoshino	=9		Japan as Fumiyo Yamashita
Fumiyo Yamashita-Kaizu	Female	1967	1996 Summer Olympics	Table Tennis	Doubles, Women	Olympic	Rika Sato	=9		Japan as Fumiyo Kaizu
Masanosuke Fukuda	Male	1897	1924 Summer Olympics	Tennis	Singles, Men	Olympic		=9		Japan
Masanosuke Fukuda	Male	1897	1924 Summer Olympics	Tennis	Doubles, Men	Olympic	Asaji Honda	=16		Japan
Takeichi Harada	Male	1899	1924 Summer Olympics	Tennis	Singles, Men	Olympic		=5		Japan
Takeichi Harada	Male	1899	1924 Summer Olympics	Tennis	Doubles, Men	Olympic	Sunao Okamoto	=16		Japan
Asaji Honda	Male		1924 Summer Olympics	Tennis	Singles, Men	Olympic		=61		Japan
Asaji Honda	Male		1924 Summer Olympics	Tennis	Doubles, Men	Olympic	Masanosuke Fukuda	=16		Japan
Satoshi Iwabuchi	Male	1975	1996 Summer Olympics	Tennis	Doubles, Men	Olympic	Takao Suzuki	=9		Japan
Satoshi Iwabuchi	Male	1975	2000 Summer Olympics	Tennis	Doubles, Men	Olympic	Thomas Shimada	=17		Japan
Seiichiro Kashio	Male	1892	1920 Summer Olympics	Tennis	Singles, Men	Olympic		=9		Japan
Seiichiro Kashio	Male	1892	1920 Summer Olympics	Tennis	Doubles, Men	Olympic	Ichiya Kumagae	2	Silver	Japan
Ichiya Kumagae	Male	1890	1920 Summer Olympics	Tennis	Singles, Men	Olympic		2	Silver	Japan
Ichiya Kumagae	Male	1890	1920 Summer Olympics	Tennis	Doubles, Men	Olympic	Seiichiro Kashio	2	Silver	Japan
Fumihiko Machida	Male	1969	1992 Summer Olympics	Badminton	Singles, Men	Olympic		=17		Japan
Fumihiko Machida	Male	1969	1992 Summer Olympics	Badminton	Doubles, Men	Olympic	Koji Miya	=17		Japan
Fumihiko Machida	Male	1969	1996 Summer Olympics	Badminton	Singles, Men	Olympic		=9		Japan
Shuji Matsuno	Male	1963	1992 Summer Olympics	Badminton	Doubles, Men	Olympic	Shinji Matsuura	=5		Japan
Shuzo Matsuoka	Male	1967	1988 Summer Olympics	Tennis	Singles, Men	Olympic		=33		Japan
Shuzo Matsuoka	Male	1967	1988 Summer Olympics	Tennis	Doubles, Men	Olympic	Toshihisa Tsuchihashi	=17		Japan
Shuzo Matsuoka	Male	1967	1992 Summer Olympics	Tennis	Singles, Men	Olympic		=33		Japan
Shuzo Matsuoka	Male	1967	1996 Summer Olympics	Tennis	Singles, Men	Olympic		=33		Japan
Koji Matsushita	Male	1967	1992 Summer Olympics	Table Tennis	Singles, Men	Olympic		=17		Japan
Koji Matsushita	Male	1967	1992 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Hiroshi Shibutani	=9		Japan
Koji Matsushita	Male	1967	1996 Summer Olympics	Table Tennis	Singles, Men	Olympic		=9		Japan
Koji Matsushita	Male	1967	1996 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Hiroshi Shibutani	=5		Japan
Koji Matsushita	Male	1967	2000 Summer Olympics	Table Tennis	Singles, Men	Olympic		=9		Japan
Koji Matsushita	Male	1967	2000 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Hiroshi Shibutani	=17		Japan
Koji Matsushita	Male	1967	2004 Summer Olympics	Table Tennis	Singles, Men	Olympic		=17		Japan
Shinji Matsuura	Male	1964	1992 Summer Olympics	Badminton	Doubles, Men	Olympic	Shuji Matsuno	=5		Japan
Koji Miya	Male	1965	1992 Summer Olympics	Badminton	Doubles, Men	Olympic	Fumihiko Machida	=17		Japan
Yoshihito Miyazaki	Male	1959	1988 Summer Olympics	Table Tennis	Singles, Men	Olympic		=25		Japan
Yoshihito Miyazaki	Male	1959	1988 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Seiji Ono	=9		Japan
Hideaki Motoyama	Male	1969	1992 Summer Olympics	Badminton	Singles, Men	Olympic		=17		Japan
Kinjiro Nakamura	Male	1975	1992 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Takehiro Watanabe	=17		Japan
Sunao Okamoto	Male	1894	1924 Summer Olympics	Tennis	Singles, Men	Olympic		=33		Japan
Sunao Okamoto	Male	1894	1924 Summer Olympics	Tennis	Doubles, Men	Olympic	Takeichi Harada	=16		Japan
Seiji Ono	Male	1956	1988 Summer Olympics	Table Tennis	Singles, Men	Olympic		=9		Japan
Seiji Ono	Male	1956	1988 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Yoshihito Miyazaki	=9		Japan
Kiyoshi Saito	Male	1962	1988 Summer Olympics	Table Tennis	Singles, Men	Olympic		=17		Japan
Kiyoshi Saito	Male	1962	1988 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Takehiro Watanabe	=13		Japan
Masako Sakamoto	Female	1972	1996 Summer Olympics	Badminton	Doubles, Women	Olympic	Tomomi Matsuo	=9		Japan
Hiroshi Shibutani	Male	1967	1992 Summer Olympics	Table Tennis	Singles, Men	Olympic		=17		Japan
Hiroshi Shibutani	Male	1967	1992 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Koji Matsushita	=9		Japan
Hiroshi Shibutani	Male	1967	1996 Summer Olympics	Table Tennis	Singles, Men	Olympic		=17		Japan
Hiroshi Shibutani	Male	1967	1996 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Koji Matsushita	=5		Japan
Hiroshi Shibutani	Male	1967	2000 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Koji Matsushita	=17		Japan
Takao Suzuki	Male	1976	1996 Summer Olympics	Tennis	Doubles, Men	Olympic	Satoshi Iwabuchi	=9		Japan
Toshio Tasaki	Male	1974	1996 Summer Olympics	Table Tennis	Singles, Men	Olympic		=33		Japan
Toshio Tasaki	Male	1974	1996 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Ryo Yuzawa	=17		Japan
Toshio Tasaki	Male	1974	2000 Summer Olympics	Table Tennis	Singles, Men	Olympic		=9		Japan
Toshio Tasaki	Male	1974	2000 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Seiko Iseki	=9		Japan
Toshio Tasaki	Male	1974	2004 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Akira Kito	=9		Japan
Toshihisa Tsuchihashi	Male	1966	1988 Summer Olympics	Tennis	Singles, Men	Olympic		=33		Japan
Toshihisa Tsuchihashi	Male	1966	1988 Summer Olympics	Tennis	Doubles, Men	Olympic	Shuzo Matsuoka	=17		Japan
Takehiro Watanabe	Male	1961	1988 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Kiyoshi Saito	=13		Japan
Takehiro Watanabe	Male	1961	1992 Summer Olympics	Table Tennis	Singles, Men	Olympic		=33		Japan
Takehiro Watanabe	Male	1961	1992 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Kinjiro Nakamura	=17		Japan
Ryo Yuzawa	Male	1976	1996 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Toshio Tasaki	=17		Japan
Ryo Yuzawa	Male	1976	2004 Summer Olympics	Table Tennis	Singles, Men	Olympic		=49		Japan
Ryo Yuzawa	Male	1976	2004 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Shu Arai	=17		Japan
Bang Su-Hyeon	Female	1972	1992 Summer Olympics	Badminton	Singles, Women	Olympic		2	Silver	Republic of Korea
Bang Su-Hyeon	Female	1972	1996 Summer Olympics	Badminton	Singles, Women	Olympic		1	Gold	Republic of Korea
Choi Yeong-Ja	Female	1975	1996 Summer Olympics	Tennis	Singles, Women	Olympic		=17		Republic of Korea
Jeong Jae-Hui	Female	1978	1996 Summer Olympics	Badminton	Doubles, Women	Olympic	Park Su-Yeon	=9		Republic of Korea
Jeong Jae-Hui	Female	1978	2000 Summer Olympics	Badminton	Doubles, Mixed	Olympic	Ha Tae-Gwon	=9		Republic of Korea
Jeong Jae-Hui	Female	1978	2000 Summer Olympics	Badminton	Doubles, Women	Olympic	Na Gyeong-Min	4		Republic of Korea
Jeong So-Yeong	Female	1967	1992 Summer Olympics	Badminton	Doubles, Women	Olympic	Hwang Hye-Yeong	1	Gold	Republic of Korea
Gir Yeong-A	Female	1970	1992 Summer Olympics	Badminton	Doubles, Women	Olympic	Sim Eun-Jeong	=3	Bronze	Republic of Korea
Gir Yeong-A	Female	1970	1996 Summer Olympics	Badminton	Doubles, Mixed	Olympic	Kim Dong-Mun	1	Gold	Republic of Korea
Gir Yeong-A	Female	1970	1996 Summer Olympics	Badminton	Doubles, Women	Olympic	Jang Hye-Ok	2	Silver	Republic of Korea
Hong Cha-Ok	Female	1970	1988 Summer Olympics	Table Tennis	Singles, Women	Olympic		8		Republic of Korea
Hong Cha-Ok	Female	1970	1992 Summer Olympics	Table Tennis	Doubles, Women	Olympic	Hyeon Jeong-Hwa	=3	Bronze	Republic of Korea
Hong Sun-Hwa	Female	1968	1992 Summer Olympics	Table Tennis	Singles, Women	Olympic		=9		Republic of Korea
Hong Sun-Hwa	Female	1968	1992 Summer Olympics	Table Tennis	Doubles, Women	Olympic	Lee Jeong-Im	=5		Republic of Korea
Hwang Hye-Yeong	Female	1966	1992 Summer Olympics	Badminton	Doubles, Women	Olympic	Jeong So-Yeong	1	Gold	Republic of Korea
Hyeon Jeong-Hwa	Female	1969	1988 Summer Olympics	Table Tennis	Singles, Women	Olympic		=9		Republic of Korea
Hyeon Jeong-Hwa	Female	1969	1988 Summer Olympics	Table Tennis	Doubles, Women	Olympic	Yang Yeong-Ja	1	Gold	Republic of Korea
Hyeon Jeong-Hwa	Female	1969	1992 Summer Olympics	Table Tennis	Singles, Women	Olympic		=3	Bronze	Republic of Korea
Hyeon Jeong-Hwa	Female	1969	1992 Summer Olympics	Table Tennis	Doubles, Women	Olympic	Hong Cha-Ok	=3	Bronze	Republic of Korea
Jang Hye-Ok	Female	1977	1996 Summer Olympics	Badminton	Doubles, Women	Olympic	Gir Yeong-A	2	Silver	Republic of Korea
Kim Ji-Hyeon	Female	1974	1996 Summer Olympics	Badminton	Singles, Women	Olympic		4		Republic of Korea
Kim Ji-Hyeon	Female	1974	2000 Summer Olympics	Badminton	Singles, Women	Olympic		=5		Republic of Korea
Kim Mi-Hyang	Female	1973	1996 Summer Olympics	Badminton	Doubles, Women	Olympic	Kim Sin-Yeong	=9		Republic of Korea
Kim Sin-Yeong	Female	1975	1996 Summer Olympics	Badminton	Doubles, Women	Olympic	Kim Mi-Hyang	=9		Republic of Korea
Kim Mu-Gyo	Female	1975	1996 Summer Olympics	Table Tennis	Doubles, Women	Olympic	Park Gyeong-Ae	4		Republic of Korea
Kim Mu-Gyo	Female	1975	2000 Summer Olympics	Table Tennis	Doubles, Women	Olympic	Yu Ji-Hye	3	Bronze	Republic of Korea
Kim Eun-Ha	Female	1975	1996 Summer Olympics	Tennis	Doubles, Women	Olympic	Park Seong-Hui	=17		Republic of Korea
Kim Il-Sun	Female	1969	1988 Summer Olympics	Tennis	Singles, Women	Olympic		=9		Republic of Korea
Kim Il-Sun	Female	1969	1988 Summer Olympics	Tennis	Doubles, Women	Olympic	Lee Jeong-Myeong	=9		Republic of Korea
Kim Il-Sun	Female	1969	1992 Summer Olympics	Tennis	Singles, Women	Olympic		=33		Republic of Korea
Kim Il-Sun	Female	1969	1992 Summer Olympics	Tennis	Doubles, Women	Olympic	Lee Jeong-Myeong	=17		Republic of Korea
Lee Heung-Sun	Female	1971	1992 Summer Olympics	Badminton	Singles, Women	Olympic		=5		Republic of Korea
Lee Jeong-Im	Female	1971	1992 Summer Olympics	Table Tennis	Singles, Women	Olympic		=17		Republic of Korea
Lee Jeong-Im	Female	1971	1992 Summer Olympics	Table Tennis	Doubles, Women	Olympic	Hong Sun-Hwa	=5		Republic of Korea
Lee Jeong-Myeong	Female	1967	1988 Summer Olympics	Tennis	Singles, Women	Olympic		=17		Republic of Korea
Lee Jeong-Myeong	Female	1967	1988 Summer Olympics	Tennis	Doubles, Women	Olympic	Kim Il-Sun	=9		Republic of Korea
Lee Jeong-Myeong	Female	1967	1992 Summer Olympics	Tennis	Doubles, Women	Olympic	Kim Il-Sun	=17		Republic of Korea
Park Su-Yeon	Female	1974	1996 Summer Olympics	Badminton	Doubles, Women	Olympic	Jeong Jae-Hui	=9		Republic of Korea
Park Hae-Jeong	Female	1972	1996 Summer Olympics	Table Tennis	Singles, Women	Olympic		=9		Republic of Korea
Park Hae-Jeong	Female	1972	1996 Summer Olympics	Table Tennis	Doubles, Women	Olympic	Yu Ji-Hye	3	Bronze	Republic of Korea
Park Gyeong-Ae	Female	1971	1996 Summer Olympics	Table Tennis	Singles, Women	Olympic		=17		Republic of Korea
Park Gyeong-Ae	Female	1971	1996 Summer Olympics	Table Tennis	Doubles, Women	Olympic	Kim Mu-Gyo	4		Republic of Korea
Park Seong-Hui	Female	1975	1996 Summer Olympics	Tennis	Singles, Women	Olympic		=33		Republic of Korea
Park Seong-Hui	Female	1975	1996 Summer Olympics	Tennis	Doubles, Women	Olympic	Kim Eun-Ha	=17		Republic of Korea
Park Seong-Hui	Female	1975	2000 Summer Olympics	Tennis	Doubles, Women	Olympic	Jo Yun-Jeong	=17		Republic of Korea
Na Gyeong-Min	Female	1976	1996 Summer Olympics	Badminton	Singles, Women	Olympic		=33		Republic of Korea
Na Gyeong-Min	Female	1976	1996 Summer Olympics	Badminton	Doubles, Mixed	Olympic	Park Ju-Bong	2	Silver	Republic of Korea
Na Gyeong-Min	Female	1976	2000 Summer Olympics	Badminton	Doubles, Mixed	Olympic	Kim Dong-Mun	=5		Republic of Korea
Na Gyeong-Min	Female	1976	2000 Summer Olympics	Badminton	Doubles, Women	Olympic	Jeong Jae-Hui	4		Republic of Korea
Na Gyeong-Min	Female	1976	2004 Summer Olympics	Badminton	Doubles, Mixed	Olympic	Kim Dong-Mun	=5		Republic of Korea
Na Gyeong-Min	Female	1976	2004 Summer Olympics	Badminton	Doubles, Women	Olympic	Lee Gyeong-Won	3	Bronze	Republic of Korea
Yu Ji-Hye	Female	1976	1996 Summer Olympics	Table Tennis	Singles, Women	Olympic		=17		Republic of Korea
Yu Ji-Hye	Female	1976	1996 Summer Olympics	Table Tennis	Doubles, Women	Olympic	Park Hae-Jeong	3	Bronze	Republic of Korea
Yu Ji-Hye	Female	1976	2000 Summer Olympics	Table Tennis	Singles, Women	Olympic		=5		Republic of Korea
Yu Ji-Hye	Female	1976	2000 Summer Olympics	Table Tennis	Doubles, Women	Olympic	Kim Mu-Gyo	3	Bronze	Republic of Korea
Sim Eun-Jeong	Female	1971	1992 Summer Olympics	Badminton	Doubles, Women	Olympic	Gir Yeong-A	=3	Bronze	Republic of Korea
Yang Yeong-Ja	Female	1964	1988 Summer Olympics	Table Tennis	Singles, Women	Olympic		=9		Republic of Korea
Yang Yeong-Ja	Female	1964	1988 Summer Olympics	Table Tennis	Doubles, Women	Olympic	Hyeon Jeong-Hwa	1	Gold	Republic of Korea
An Jae-Hyeong	Male	1965	1988 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Yu Nam-Gyu	3	Bronze	Republic of Korea
Jang Ui-Jong	Male	1969	1992 Summer Olympics	Tennis	Singles, Men	Olympic		=33		Republic of Korea
Jang Ui-Jong	Male	1969	1992 Summer Olympics	Tennis	Doubles, Men	Olympic	Kim Chi-Wan	=17		Republic of Korea
Ha Tae-Gwon	Male	1975	1996 Summer Olympics	Badminton	Doubles, Men	Olympic	Gang Gyeong-Jin	=5		Republic of Korea
Ha Tae-Gwon	Male	1975	2000 Summer Olympics	Badminton	Doubles, Mixed	Olympic	Jeong Jae-Hui	=9		Republic of Korea
Ha Tae-Gwon	Male	1975	2000 Summer Olympics	Badminton	Doubles, Men	Olympic	Kim Dong-Mun	3	Bronze	Republic of Korea
Ha Tae-Gwon	Male	1975	2004 Summer Olympics	Badminton	Doubles, Men	Olympic	Kim Dong-Mun	1	Gold	Republic of Korea
Gang Gyeong-Jin	Male	1973	1996 Summer Olympics	Badminton	Doubles, Men	Olympic	Ha Tae-Gwon	=5		Republic of Korea
Gang Hui-Chan	Male	1970	1992 Summer Olympics	Table Tennis	Singles, Men	Olympic		=17		Republic of Korea
Gang Hui-Chan	Male	1970	1992 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Lee Cheol-Seung	=3	Bronze	Republic of Korea
Gang Hui-Chan	Male	1970	1996 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Kim Taek-Su	=5		Republic of Korea
Kim Dong-Mun	Male	1975	1996 Summer Olympics	Badminton	Doubles, Mixed	Olympic	Gir Yeong-A	1	Gold	Republic of Korea
Kim Dong-Mun	Male	1975	1996 Summer Olympics	Badminton	Doubles, Men	Olympic	Yu Yong-Seong	=17		Republic of Korea
Kim Dong-Mun	Male	1975	2000 Summer Olympics	Badminton	Doubles, Mixed	Olympic	Na Gyeong-Min	=5		Republic of Korea
Kim Dong-Mun	Male	1975	2000 Summer Olympics	Badminton	Doubles, Men	Olympic	Ha Tae-Gwon	3	Bronze	Republic of Korea
Kim Dong-Mun	Male	1975	2004 Summer Olympics	Badminton	Doubles, Mixed	Olympic	Na Gyeong-Min	=5		Republic of Korea
Kim Dong-Mun	Male	1975	2004 Summer Olympics	Badminton	Doubles, Men	Olympic	Ha Tae-Gwon	1	Gold	Republic of Korea
Kim Hak-Gyun	Male	1971	1992 Summer Olympics	Badminton	Singles, Men	Olympic		=5		Republic of Korea
Kim Hak-Gyun	Male	1971	1996 Summer Olympics	Badminton	Singles, Men	Olympic		=17		Republic of Korea
Kim Mun-Su	Male	1963	1992 Summer Olympics	Badminton	Doubles, Men	Olympic	Park Ju-Bong	1	Gold	Republic of Korea
Kim Gi-Taek	Male	1962	1988 Summer Olympics	Table Tennis	Singles, Men	Olympic		2	Silver	Republic of Korea
Kim Gi-Taek	Male	1962	1988 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Kim Wan	4		Republic of Korea
Kim Taek-Su	Male	1970	1992 Summer Olympics	Table Tennis	Singles, Men	Olympic		=3	Bronze	Republic of Korea
Kim Taek-Su	Male	1970	1992 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Yu Nam-Gyu	=3	Bronze	Republic of Korea
Kim Taek-Su	Male	1970	1996 Summer Olympics	Table Tennis	Singles, Men	Olympic		=5		Republic of Korea
Kim Taek-Su	Male	1970	1996 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Gang Hui-Chan	=5		Republic of Korea
Kim Taek-Su	Male	1970	2000 Summer Olympics	Table Tennis	Singles, Men	Olympic		=17		Republic of Korea
Kim Taek-Su	Male	1970	2000 Summer Olympics	Table Tennis	Doubles, Men	Olympic	O Sang-Eun	=5		Republic of Korea
Kim Wan	Male	1961	1988 Summer Olympics	Table Tennis	Singles, Men	Olympic		=25		Republic of Korea
Kim Wan	Male	1961	1988 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Kim Gi-Taek	4		Republic of Korea
Kim Bong-Su	Male	1962	1988 Summer Olympics	Tennis	Singles, Men	Olympic		=9		Republic of Korea
Kim Bong-Su	Male	1962	1988 Summer Olympics	Tennis	Doubles, Men	Olympic	Yu Jin-Seon	=17		Republic of Korea
Kim Chi-Wan	Male	1968	1992 Summer Olympics	Tennis	Doubles, Men	Olympic	Jang Ui-Jong	=17		Republic of Korea
Lee Gwang-Jin	Male	1970	1992 Summer Olympics	Badminton	Singles, Men	Olympic		=33		Republic of Korea
Lee Gwang-Jin	Male	1970	1996 Summer Olympics	Badminton	Singles, Men	Olympic		=5		Republic of Korea
Lee Sang-Bok	Male	1968	1992 Summer Olympics	Badminton	Doubles, Men	Olympic	Son Jin-Hwan	=5		Republic of Korea
Lee Cheol-Seung	Male	1972	1992 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Gang Hui-Chan	=3	Bronze	Republic of Korea
Lee Cheol-Seung	Male	1972	1996 Summer Olympics	Table Tennis	Singles, Men	Olympic		=17		Republic of Korea
Lee Cheol-Seung	Male	1972	1996 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Yu Nam-Gyu	3	Bronze	Republic of Korea
Lee Cheol-Seung	Male	1972	2000 Summer Olympics	Table Tennis	Singles, Men	Olympic		=17		Republic of Korea
Lee Cheol-Seung	Male	1972	2000 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Yu Seung-Min	4		Republic of Korea
Lee Cheol-Seung	Male	1972	2004 Summer Olympics	Table Tennis	Doubles, Men	Olympic	Yu Seung-Min	=5		Republic of Korea
Lee Hyeong-Taek	Male	1976	1996 Summer Olympics	Tennis	Doubles, Men	Olympic	Yun Yong-Il	=17		Republic of Korea
Lee Hyeong-Taek	Male	1976	2000 Summer Olympics	Tennis	Singles, Men	Olympic		=33		Republic of Korea
Lee Hyeong-Taek	Male	1976	2000 Summer Olympics	Tennis	Doubles, Men	Olympic	Yun Yong-Il	=9		Republic of Korea
Lee Hyeong-Taek	Male	1976	2004 Summer Olympics	Tennis	Singles, Men	Olympic		=17		Republic of Korea
Lee Hyeong-Taek	Male	1976	2008 Summer Olympics	Tennis	Singles, Men	Olympic		=33		Republic of Korea
Park Ju-Bong	Male	1964	1992 Summer Olympics	Badminton	Doubles, Men	Olympic	Kim Mun-Su	1	Gold	Republic of Korea
Park Ju-Bong	Male	1964	1996 Summer Olympics	Badminton	Doubles, Mixed	Olympic	Na Gyeong-Min	2	Silver	Republic of Korea
